name,artist,id,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,tempo,valence,sentiment,mood
Build Me Up Buttercup (Mono),The Foundations,1tfZtA15BfJHQTUy3dqTKC,0.64,0.664,-4.73,0.0289,0.196,0.0,0.31,134.002,0.879,0.9992,Happy
Dancing in the Moonlight,Toploader,3Fzlg5r1IjhLk2qRw667od,0.632,0.856,-3.463,0.0348,0.0624,0.0,0.347,119.397,0.867,0.9964,Happy
9 to 5,Dolly Parton,4w3tQBXhn5345eUXDGBWZG,0.554,0.783,-5.852,0.0457,0.416,1.54e-06,0.631,105.39,0.813,-0.1068,Happy
Fantasy,Mariah Carey,6xkryXuiZU360Lngd4sx13,0.669,0.727,-7.588,0.0353,0.139,0.0,0.123,102.322,0.807,0.999,Happy
"Signed, Sealed, Delivered (I'm Yours)",Stevie Wonder,2eF8pWbiivYsYRpbntYsnc,0.675,0.597,-11.329,0.0337,0.0534,0.0,0.0986,108.875,0.828,0.9351,Happy
Love On Top,Beyoncé,1z6WtY7X4HQJvzxC4UgkSf,0.652,0.749,-5.248,0.0886,0.0848,0.0,0.604,94.103,0.651,0.9997,Happy
One Love / People Get Ready,Bob Marley & The Wailers,7oNgPClUYdscWWHa5PF1gT,0.671,0.513,-9.598,0.366,0.0682,0.0,0.0674,154.187,0.94,0.9915,Happy
Last Nite,The Strokes,7kzKAuUzOITUauHAhoMoxA,0.624,0.91,-5.703,0.0297,0.0285,0.000198,0.0789,104.042,0.767,0.9349,Happy
Shiny Happy People,R.E.M.,1v2zyAJrChw5JnfafSkwkJ,0.452,0.909,-3.977,0.0366,0.0313,0.0603,0.23,124.623,0.805,0.9992,Happy
Kiss,Prince,62LJFaYihsdVrrkgUOJC05,0.898,0.271,-12.238,0.091,0.0135,0.00138,0.0461,111.485,0.742,0.9941,Happy
The Boy Is Mine,Brandy,6sHsXIJoEN5JpdkGMQDJxt,0.704,0.707,-6.537,0.0391,0.539,0.00106,0.318,93.145,0.761,0.9129,Happy
Ex-Factor,Ms. Lauryn Hill,2VjXGuPVVxyhMgER3Uz2Fe,0.593,0.619,-9.003,0.0976,0.118,0.0,0.484,80.02,0.668,-0.9947,Happy
Stacy's Mom,Fountains Of Wayne,27L8sESb3KR79asDUBu8nW,0.774,0.75,-4.927,0.0412,0.00207,1.78e-05,0.0808,118.015,0.927,0.9833,Happy
No One,Alicia Keys,6IwKcFdiRQZOWeYNhUiWIv,0.644,0.549,-5.415,0.0285,0.0209,8.85e-06,0.134,90.04,0.167,-0.9727,Happy
1901,Phoenix,1Ug5wxoHthwxctyWTUMGta,0.59,0.829,-5.649,0.0419,0.0601,3.99e-05,0.19,144.099,0.704,0.3983,Happy
Live While We're Young,One Direction,6Vh03bkEfXqekWp7Y1UBRb,0.663,0.857,-2.16,0.0544,0.0542,0.0,0.144,126.039,0.931,0.9204,Happy
Kung Fu Fighting,Carl Douglas,7K8QsHbmUpSX37oOCL4e2g,0.621,0.764,-8.702,0.0578,0.146,4.97e-05,0.161,102.288,0.745,-0.9903,Happy
When I Grow Up,The Pussycat Dolls,21pySLskKIKrhDziCX5ojQ,0.671,0.685,-5.762,0.05,0.00165,0.0,0.398,118.449,0.368,0.9991,Happy
A-Punk,Vampire Weekend,2DrGEaqoruCSn0FffWCf5O,0.551,0.819,-4.489,0.0525,0.0103,0.0437,0.153,174.917,0.846,0.5451,Happy
Cotton Eye Joe,Rednex,06hsdMbBxWGqBO0TV0Zrkf,0.729,0.936,-7.536,0.0776,0.0129,0.000892,0.0367,131.986,0.598,-0.7795,Happy
Like a Virgin,Madonna,1ZPlNanZsJSPK5h9YZZFbZ,0.771,0.655,-10.842,0.0372,0.152,0.00197,0.0685,119.747,0.97,0.9979,Happy
Bitch,Meredith Brooks,3i6qNxyVgIdUZTTi5m25EM,0.617,0.886,-5.953,0.055,0.0112,9.63e-05,0.0523,96.328,0.629,-0.9562,Happy
Smile,Lily Allen,79z9QkhHePTFsSeVw9uyj0,0.632,0.639,-5.938,0.0259,0.00143,0.0,0.221,95.506,0.733,0.1739,Happy
Can I Kick It?,A Tribe Called Quest,3Ti0GdlrotgwsAVBBugv0I,0.848,0.666,-6.547,0.274,0.173,0.000699,0.129,96.662,0.744,0.9937,Happy
I'm Coming Out,Diana Ross,3SnGymj6ijE2iuUfWxLo1q,0.72,0.828,-9.211,0.0462,0.185,0.429,0.0839,110.071,0.768,0.9757,Happy
Superstar,Jamelia,5u5MpBnvJejW9dHPrfWEXZ,0.801,0.645,-6.93,0.0356,0.046,0.0,0.0357,110.011,0.824,0.9925,Happy
Two Princes,Spin Doctors,4ePP9So5xRzspjLFVVbj90,0.543,0.912,-10.71,0.0601,0.00162,2.1e-06,0.0565,103.731,0.836,0.9978,Happy
Groove Is in the Heart,Deee-Lite,2He3NOyqtLNE3RQPpeDdSb,0.694,0.881,-4.053,0.0701,0.0153,0.0196,0.0851,121.554,0.924,0.9768,Happy
Tubthumping,Chumbawamba,22HYEJveCvykVDHDiEEmjZ,0.348,0.88,-7.366,0.0978,0.128,0.0,0.357,101.185,0.606,0.9752,Happy
Get Ur Freak On,Missy Elliott,6zsk6uF3MxfIeHPlubKBvR,0.797,0.75,-9.369,0.247,0.533,0.108,0.095,177.87,0.74,-0.999,Happy
"Accidentally In Love - From ""Shrek 2"" Soundtrack",Counting Crows,2Y6uY65ZwKl9WbVOvKyZg6,0.555,0.93,-3.641,0.0377,0.0484,4.28e-06,0.0898,138.013,0.782,0.0,Happy
Young Hearts Run Free,Candi Staton,3MFa9idQuY4iJLWsZl3tIQ,0.653,0.652,-9.304,0.0427,0.13,1.58e-05,0.202,115.388,0.846,0.9997,Happy
ABC,The Jackson 5,6D8kc7RO0rqBLSo2YPflJ5,0.572,0.786,-8.469,0.0642,0.519,0.00093,0.11,188.115,0.952,0.9985,Happy
This Will Be (An Everlasting Love),Natalie Cole,0PDCewmZCp0P5s00bptcdd,0.685,0.623,-11.146,0.042,0.228,0.00234,0.0295,126.739,0.896,0.9995,Happy
Come and Get Your Love - Single Version,Redbone,7GVUmCP00eSsqc4tzj1sDD,0.731,0.804,-7.621,0.0473,0.172,0.00028,0.0685,107.383,0.957,0.9955,Happy
September,"Earth, Wind & Fire",3kXoKlD84c6OmIcOLfrfEs,0.674,0.832,-7.892,0.0308,0.146,5.06e-06,0.138,125.996,0.981,0.9932,Happy
Wouldn't It Be Nice,The Beach Boys,4IHc6SzGPnzSPuHVEPzpJc,0.392,0.629,-7.056,0.0334,0.718,3.65e-06,0.129,124.511,0.72,0.9733,Happy
MIENTRAS ME CURO DEL CORA,KAROL G,6otePxalBK8AVa20xhZYVQ,0.523,0.477,-6.786,0.392,0.855,0.0,0.146,79.921,0.57,-0.967,Happy
I Want You Back,The Jackson 5,5LxvwujISqiB8vpRYv887S,0.469,0.538,-13.559,0.0571,0.305,0.00012,0.37,196.605,0.886,0.9886,Happy
I Can See Clearly Now - Edit,Johnny Nash,0DcrhZ12WcCqruCs8ibXSf,0.681,0.373,-13.2,0.0568,0.633,0.00113,0.0751,123.423,0.623,0.9998,Happy
Viva La Vida,Coldplay,1mea3bSkSGXuIRvnydlB5b,0.486,0.617,-7.115,0.0287,0.0954,3.23e-06,0.109,138.015,0.417,-0.519,Happy
Shotgun,George Ezra,4ofwffwvvnbSkrMSCKQDaC,0.673,0.735,-4.733,0.0457,0.286,0.0,0.242,115.744,0.754,0.9712,Happy
Me Levanté,Dave Bolaño,5dQVCKjXLD4GdnWnrTswJO,0.716,0.786,-4.873,0.0792,0.489,0.0,0.134,169.962,0.962,-0.9996,Happy
Sir Duke,Stevie Wonder,4pNiE4LCVV74vfIBaUHm1b,0.588,0.568,-9.766,0.0672,0.16,0.0,0.0792,106.938,0.952,-0.6248,Happy
Dancing Queen,ABBA,0GjEhVFGZW8afUYGChu3Rr,0.543,0.87,-6.514,0.0428,0.358,0.000939,0.792,100.804,0.754,0.93,Happy
I Say a Little Prayer,Aretha Franklin,3NfxSdJnVdon1axzloJgba,0.592,0.355,-14.051,0.0352,0.478,0.0,0.0585,133.032,0.499,0.9986,Happy
Gold,Loi,54eE5H6F1HhyM5L4fRLq8s,0.613,0.935,-2.653,0.0404,0.0255,0.0,0.184,77.498,0.859,0.999,Happy
Run,OneRepublic,6KL88T4Ma4ABXqzgUoEwkd,0.682,0.72,-8.176,0.0382,0.321,0.0,0.205,116.988,0.649,0.9978,Happy
I Got You (I Feel Good),James Brown & The Famous Flames,5haXbSJqjjM0TCJ5XkfEaC,0.613,0.487,-8.781,0.0935,0.412,1.02e-05,0.286,143.332,0.699,0.9976,Happy
I'm a Believer - 2006 Remaster,The Monkees,3G7tRC24Uh09Hmp1KZ7LQ2,0.526,0.775,-6.05,0.0352,0.707,2.05e-05,0.217,80.106,0.962,0.9782,Happy
Me Gustas Tu,Manu Chao,6b37xrsNCWYIUphFBazqD6,0.657,0.741,-6.822,0.0825,0.663,0.494,0.222,175.949,0.908,-0.9728,Happy
High Hopes,Panic! At The Disco,1rqqCSm0Qe4I9rUvWncaom,0.579,0.904,-2.729,0.0618,0.193,0.0,0.064,82.014,0.681,0.9984,Happy
Wake Me Up,Avicii,0nrRP2bk19rLc0orkWPQk2,0.532,0.783,-5.697,0.0523,0.0038,0.0012,0.161,124.08,0.643,0.9954,Happy
Upside Down,Jack Johnson,0aJrYfARfCKzv6gXjhs4SZ,0.792,0.647,-8.314,0.045,0.255,0.000223,0.132,102.477,0.694,0.9855,Happy
Suddenly I See,KT Tunstall,5p9XWUdvbUzmPCukOmwoU3,0.587,0.767,-5.713,0.0449,0.225,0.0,0.112,100.38,0.664,0.9808,Happy
Just A Cloud Away,Pharrell Williams,0DGTcMqvVR7fmBXgiG6jz4,0.89,0.46,-8.155,0.0359,0.432,0.0,0.11,112.555,0.677,0.9883,Happy
Agüita e Coco,Kany García,5vAlpYZi59u0GPP3RvyKIZ,0.829,0.771,-4.522,0.0818,0.289,0.0,0.193,92.958,0.964,-0.9885,Happy
"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,6JV2JOEocMgcZxYSZelKcc,0.666,0.83,-5.715,0.0751,0.0123,0.0,0.191,113.03,0.702,0.0,Happy
Respect,Aretha Franklin,7s25THrKz86DM225dOYwnr,0.805,0.558,-5.226,0.041,0.164,2.2e-05,0.0546,114.95,0.965,0.9489,Happy
The Look,Metronomy,6zfczP87XO2SxWlQtnjFNa,0.638,0.535,-7.792,0.0415,0.623,0.0391,0.0837,84.947,0.504,0.4993,Happy
Optimista,Caloncho,22LGgFochmXJw5vVr5knDl,0.639,0.472,-11.428,0.153,0.0385,0.012,0.322,123.028,0.827,0.6124,Happy
Don't You Worry 'Bout A Thing,Stevie Wonder,1QvWxgZvTU0w8rlPRE5Zrv,0.714,0.726,-9.218,0.0408,0.0316,0.0,0.066,124.71,0.92,0.9977,Happy
Flowers,Miley Cyrus,7DSAEUvxU8FajXtRloy8M0,0.706,0.691,-4.775,0.0633,0.0584,6.99e-05,0.0232,118.048,0.632,0.9998,Happy
Love Today,MIKA,2IxoxL1FHw0RxN5r6y5mjF,0.673,0.913,-4.981,0.0664,0.0304,0.00298,0.113,124.484,0.587,0.9986,Happy
Lean On Me,Sandro Cavazza,43Hit5V2BpPq2vxvca3ysc,0.799,0.419,-7.99,0.174,0.412,0.0,0.203,156.055,0.716,-0.9747,Happy
Good Day,Surfaces,3Sn36jbYTRuTSA3pHi4Ajz,0.908,0.527,-7.151,0.0421,0.548,2.16e-06,0.117,125.012,0.815,0.9985,Happy
Treat People With Kindness,Harry Styles,03mMSLEJCPoGJwQhHpN5y0,0.653,0.869,-3.725,0.0382,0.128,2.2e-05,0.046,122.017,0.697,0.9973,Happy
This Feeling,The Chainsmokers,4NBTZtAt1F13VvlSKe6KTl,0.575,0.571,-7.906,0.0439,0.0558,0.0,0.0912,105.049,0.449,0.997,Happy
SUPERBLOOM,MisterWives,2HvtedoEeymVWrBPyAMNwZ,0.558,0.889,-3.945,0.102,0.191,0.000387,0.328,170.102,0.716,0.9825,Happy
Me Gusta La Vida,Funambulista,6ehhc5vtZ33S9lPBQ0bvPN,0.722,0.913,-4.147,0.0672,0.0611,0.0,0.084,95.123,0.876,-0.6876,Happy
Watermelon Sugar,Harry Styles,6UelLqGlWMcVH1E5c4H7lY,0.548,0.816,-4.209,0.0465,0.122,0.0,0.335,95.39,0.557,0.9601,Happy
Te Mando Flores,Fonseca,2in1gSZtv2lRbcZUmN9aAl,0.714,0.85,-7.864,0.0541,0.228,0.0,0.108,102.009,0.855,0.5423,Happy
Don't Stop Me Now - Remastered 2011,Queen,5T8EDUDqKcs6OSOwEsfqG7,0.559,0.868,-5.276,0.17,0.0475,0.000176,0.776,156.295,0.609,0.9526,Happy
I'm Still Standing,Elton John,1jDJFeK9x3OZboIAHsY9k2,0.504,0.904,-6.863,0.179,0.356,0.121,0.14,176.808,0.772,0.9941,Happy
Shape of You,Ed Sheeran,7qiZfU4dY1lWllzX7mPBI3,0.825,0.652,-3.183,0.0802,0.581,0.0,0.0931,95.977,0.931,0.9995,Happy
DPM (De Pxta Madre),Kany García,4wJXlFV0oh88ktxE54uqKE,0.493,0.664,-6.354,0.261,0.521,0.0,0.122,169.867,0.694,-0.4019,Happy
Maps,Maroon 5,4gbVRS8gloEluzf0GzDOFc,0.742,0.713,-5.522,0.0303,0.0205,0.0,0.059,120.032,0.879,-0.9943,Happy
2002,Anne-Marie,2BgEsaKNfHUdlh97KmvFyo,0.697,0.683,-2.881,0.117,0.0372,0.0,0.137,96.133,0.603,0.9989,Happy
Best Song Ever,One Direction,5T7ZFtCcOgkpjxcuaeZbw0,0.652,0.877,-2.986,0.0465,0.0227,0.0,0.0789,118.491,0.486,0.9995,Happy
There's Nothing Holdin' Me Back,Shawn Mendes,7JJmb5XwzOO8jgpou264Ml,0.866,0.813,-4.063,0.0554,0.38,0.0,0.0779,121.998,0.969,0.9183,Happy
Kings & Queens,Ava Max,7a53HqqArd4b9NF4XAmlbI,0.637,0.69,-4.057,0.0405,0.00786,0.0,0.124,129.857,0.457,-0.9736,Happy
That's What I Like,Bruno Mars,0KKkJNfGyhkQ5aFogxQAPU,0.853,0.56,-4.961,0.0406,0.013,0.0,0.0944,134.066,0.86,0.9987,Happy
Robarte un Beso,Carlos Vives,0JcNysfWVWaMS7R6vzGB2k,0.742,0.859,-4.942,0.0482,0.0824,0.0,0.359,95.046,0.652,-0.9837,Happy
Dynamite,BTS,5QDLhrAOJJdNAmCTJ8xMyW,0.746,0.765,-4.41,0.0993,0.0112,0.0,0.0936,114.044,0.737,0.995,Happy
Caraluna,Bacilos,7DhYjNLksXZhbRQeheAums,0.76,0.773,-5.314,0.0675,0.176,0.0,0.1,102.789,0.895,-0.8042,Happy
Maniac,Conan Gray,6KfoDhO4XUWSbnyKjNp9c4,0.628,0.639,-5.46,0.0435,0.00162,0.0,0.354,108.045,0.493,-0.9952,Happy
Shower,Becky G,3DmW6y7wTEYHJZlLo1r6XJ,0.699,0.529,-7.548,0.0487,0.0317,3.59e-05,0.285,119.987,0.121,0.9841,Happy
Bonito,Jarabe De Palo,5FiB1uNoGZE4PenzZd7Imu,0.743,0.965,-4.83,0.0536,0.211,0.0,0.449,114.23,0.741,-0.9227,Happy
Summer of Love (Shawn Mendes & Tainy),Shawn Mendes,0z8hI3OPS8ADPWtoCjjLl6,0.776,0.808,-4.501,0.117,0.0297,0.000127,0.103,123.988,0.494,0.9792,Happy
La Bicicleta,Carlos Vives,0Gx4VrHzS7pZOEAGrmXXBH,0.745,0.944,-3.959,0.134,0.21,1.45e-06,0.333,179.991,0.951,-0.8979,Happy
Woman,Doja Cat,6Uj1ctrBOjOas8xZXGqKk4,0.824,0.764,-4.175,0.0854,0.0888,0.00294,0.117,107.998,0.881,0.9346,Happy
Hard Times,Paramore,0w5Bdu51Ka25Pf3hojsKHh,0.695,0.818,-5.379,0.0334,0.00647,4.87e-06,0.0219,119.965,0.916,0.8921,Happy
Take A Chance On Me,ABBA,5BckPAYcKEJuYs1eV1BHHe,0.684,0.675,-8.123,0.0257,0.163,0.0,0.242,107.064,0.924,0.9998,Happy
Vivir (with Estopa),Rozalén,0n2lJjskWdFCvLI3ExAGha,0.715,0.906,-5.478,0.28,0.353,0.0,0.112,101.088,0.777,-1.0,Happy
Stronger (What Doesn't Kill You),Kelly Clarkson,1nInOsHbtotAmEOQhtvnzP,0.562,0.939,-4.282,0.0475,0.046,0.0,0.112,116.044,0.684,0.9993,Happy
Mambo No. 5 (a Little Bit of...),Lou Bega,6x4tKaOzfNJpEJHySoiJcs,0.622,0.807,-6.752,0.408,0.103,0.0,0.306,174.06,0.892,-0.3427,Happy
traitor,Olivia Rodrigo,5CZ40GBx1sQ9agT82CLQCT,0.38,0.339,-7.885,0.0338,0.691,0.0,0.12,100.607,0.0849,-0.9531,Sad
Be Alright,Dean Lewis,5qrSlOut2rNAWv3ubArkNy,0.551,0.537,-7.595,0.034,0.705,0.0,0.0802,126.421,0.493,0.9938,Sad
listen before i go,Billie Eilish,0tMSssfxAL2oV8Vri0mFHE,0.319,0.0561,-23.023,0.045,0.935,0.00384,0.388,79.764,0.082,0.9487,Sad
Lights Are On,Tom Rosenthal,4IhTXiZLKATmwhMZIb1GQN,0.44,0.04,-16.887,0.0322,0.981,0.465,0.111,135.965,0.249,-0.9987,Sad
All I Want,Kodaline,0NlGoUyOJSuSHmngoibVAs,0.188,0.411,-9.733,0.0484,0.174,0.153,0.0843,187.376,0.159,0.9942,Sad
This Town,Niall Horan,0qvzXomUDJVaUboy2wMfiS,0.677,0.401,-8.467,0.0308,0.712,0.0,0.116,111.825,0.195,0.9337,Sad
drunk text,Henry Moodie,0KpWiHVmIFDTvai20likX4,0.382,0.401,-8.955,0.0851,0.286,0.0,0.0851,185.636,0.145,0.9909,Sad
Romantic Homicide,d4vd,1xK59OXxi2TAAAbmZK0kBL,0.571,0.544,-10.613,0.0299,0.453,0.00805,0.322,132.052,0.216,-0.9308,Sad
Dueles,Jesse & Joy,1iRvhKiXRElIH2Uf4gd95P,0.531,0.834,-3.944,0.052,0.277,0.0,0.131,142.026,0.526,-0.9287,Sad
I Bet on Losing Dogs,Mitski,2Co0IjcLTSHMtodwD4gzfg,0.398,0.493,-9.561,0.0303,0.00347,0.000157,0.106,82.048,0.412,-0.9757,Sad
Abrazado a Ti,Kevin Kaarl,455RH9fblZ8Onelsd9D7K7,0.803,0.347,-9.671,0.0319,0.282,0.0,0.109,105.033,0.346,-0.6486,Sad
drivers license,Olivia Rodrigo,5wANPM4fQCJwkGd4rN57mH,0.561,0.431,-8.81,0.0578,0.768,1.42e-05,0.106,143.875,0.137,0.7646,Sad
How Do I Say Goodbye,Dean Lewis,1aOl53hkZGHkl2Snhr7opL,0.4,0.641,-6.303,0.0674,0.214,0.0,0.0656,81.552,0.393,-0.9504,Sad
Apocalypse,Cigarettes After Sex,0yc6Gst2xkRu0eMLeRMGCX,0.37,0.467,-9.013,0.0273,0.0205,0.572,0.109,94.485,0.182,-0.1285,Sad
Mientes,Camila,5EhzE6HJaCcLFrf5rPqvpk,0.332,0.592,-6.127,0.0371,0.0824,0.0,0.109,170.391,0.31,-0.9869,Sad
Too Good At Goodbyes,Sam Smith,1mXVgsBdtIVeCLJnSnmtdV,0.681,0.372,-8.237,0.0432,0.64,0.0,0.169,91.873,0.476,-0.9701,Sad
Get You The Moon (feat. Snøw),Kina,4ZLzoOkj0MPWrTLvooIuaa,0.498,0.235,-16.541,0.188,0.72,0.0,0.144,118.917,0.0895,-0.6778,Sad
Space Song,Beach House,7H0ya83CMmgFcOhw0UB6ow,0.508,0.792,-7.311,0.0297,0.229,0.124,0.145,147.067,0.601,-0.4871,Sad
I Found,Amber Run,5zT5cMnMKoyruPj13TQXGx,0.567,0.303,-12.481,0.0351,0.862,0.00563,0.104,124.949,0.252,0.9769,Sad
Young,Vacations,1KIJclzEbNhSVw8tiHPWwE,0.498,0.81,-4.065,0.0263,0.00392,0.00717,0.0635,79.935,0.594,0.857,Sad
The Scientist,Coldplay,75JFxkI2RXiU7L9VXzMkle,0.557,0.442,-7.224,0.0243,0.731,1.46e-05,0.11,146.277,0.213,-0.0701,Sad
Happier Than Ever,Billie Eilish,4RVwu0g32PAqgUiJoXsdF8,0.332,0.225,-8.697,0.0348,0.767,0.00349,0.128,81.055,0.297,-0.9563,Sad
"1 step forward, 3 steps back",Olivia Rodrigo,4wcBRRpIfesgcyUtis7PEg,0.473,0.203,-12.627,0.102,0.941,0.0,0.126,168.884,0.419,0.8725,Sad
Fuentes de Ortiz,Ed Maverick,0akyEssGRVHstqCSWXusJL,0.83,0.159,-14.461,0.0383,0.946,2.02e-05,0.362,104.95,0.189,0.6966,Sad
Lose You To Love Me,Selena Gomez,4l0Mvzj72xxOpRrp6h8nHi,0.488,0.343,-8.985,0.0436,0.556,0.0,0.21,102.819,0.0978,0.9993,Sad
Lonely,Noah Cyrus,6U1iuA5QfzYRPJxvdcxqtf,0.53,0.281,-8.274,0.0577,0.798,0.0,0.0928,122.442,0.341,-0.9968,Sad
Let Me Down Slowly,Alec Benjamin,2qxmye6gAegTMjLKEBoR3d,0.652,0.557,-5.714,0.0318,0.74,0.0,0.124,150.073,0.483,0.9134,Sad
changes,XXXTENTACION,7AFASza1mXqntmGtbxXprO,0.669,0.308,-10.068,0.029,0.883,0.0,0.0984,64.934,0.52,-0.9668,Sad
Bubble Gum,Clairo,3zksbXteOCeSusJ5Xltr3t,0.509,0.0167,-24.639,0.115,0.979,2.72e-05,0.387,207.97,0.229,0.7498,Sad
Dónde está el amor (feat. Jesse & Joy),Pablo Alborán,0CjaLvAqN97KPVWgOJ1vbD,0.597,0.848,-5.458,0.0406,0.173,0.0,0.373,139.876,0.324,0.5661,Sad
Margaret (feat. Bleachers),Lana Del Rey,1o82DwNisONAd2mu1RcGE6,0.452,0.247,-13.24,0.033,0.972,0.132,0.0577,102.412,0.216,0.4329,Sad
Lo Aprendí de Ti - HA-ASH Primera Fila - Hecho Realidad [En Vivo],Ha*Ash,3xrpI0GqWNMjMDOdXUOnK3,0.55,0.581,-5.94,0.0342,0.645,0.0,0.756,133.924,0.257,0.0,Sad
The 30th,Billie Eilish,5SHpuW2qjkQtFRpE6P9Nks,0.387,0.135,-14.398,0.051,0.929,0.0,0.0948,82.987,0.21,0.9732,Sad
Break My Heart Again,FINNEAS,7zw6nQHTwml1mVuQDf5V6k,0.401,0.151,-14.227,0.042,0.905,0.0,0.0942,144.137,0.478,-0.7203,Sad
YKWIM?,Yot Club,2vWBUC9djv6BtiGlmKiQaH,0.372,0.537,-7.623,0.0305,0.937,0.873,0.287,123.735,0.228,-0.7202,Sad
Angels Like You,Miley Cyrus,1daDRI9ahBonbWD8YcxOIB,0.672,0.642,-4.035,0.0313,0.0981,0.0,0.1,121.981,0.494,0.9924,Sad
San Lucas,Kevin Kaarl,75UMtPC77vqKRwfSuYuNPO,0.577,0.363,-12.378,0.0263,0.86,0.000282,0.0868,91.511,0.265,0.5719,Sad
Evergreen (You Didn’t Deserve Me At All),Omar Apollo,2TktkzfozZifbQhXjT6I33,0.697,0.336,-10.395,0.0424,0.598,0.00528,0.107,82.029,0.31,-0.9917,Sad
Surrender,Natalie Taylor,0ecC8p17cDNlxHXkuYqeR6,0.39,0.448,-8.57,0.0276,0.8,0.182,0.107,144.89,0.077,0.996,Sad
If the World Was Ending (feat. Julia Michaels),JP Saxe,77MdvMx9L4ZQuLhhn3o21h,0.429,0.486,-9.971,0.101,0.866,0.0,0.0982,146.99,0.661,0.9854,Sad
Control,Zoe Wees,3ph5NwTA3MxwjOrU0hcxB4,0.603,0.481,-4.978,0.031,0.646,2.23e-06,0.174,113.837,0.0543,0.963,Sad
Not Allowed,TV Girl,3IznIgmXtrUaoPWpQTy5jB,0.67,0.905,-6.855,0.129,0.669,0.000227,0.349,104.965,0.563,0.9943,Sad
Waves,Dean Lewis,6w8pFOKn42O418qwcQElZ3,0.518,0.729,-7.193,0.0452,0.183,0.0,0.0643,156.879,0.343,0.9476,Sad
Halley's Comet,Billie Eilish,5XsAal7ZcWg1I5T4NcRjkv,0.403,0.159,-16.728,0.104,0.961,0.0121,0.34,72.38,0.0381,0.9933,Sad
"All I Want - From ""High School Musical: The Musical: The Series""",Olivia Rodrigo,4Yxc55NX3tAXC2mHRAhtcW,0.376,0.43,-6.585,0.0328,0.0902,0.0,0.0912,77.599,0.129,0.9742,Sad
If By Chance,Ruth B.,21dpBHPTV7ythCHBI6Slcw,0.405,0.279,-8.099,0.0334,0.881,0.0,0.0933,119.85,0.256,0.9221,Sad
Prometiste (En Vivo),Pepe Aguilar,1VHkHdFww8aXRTqj4VVSwC,0.601,0.398,-9.503,0.104,0.808,0.0,0.703,126.285,0.602,0.0,Sad
Say Something,A Great Big World,5TvE3pk05pyFIGdSY9j4DJ,0.407,0.147,-8.822,0.0355,0.857,2.89e-06,0.0913,141.284,0.0765,0.9805,Sad
Walked Through Hell,Anson Seabra,4N2LGoEJi3aGDgEAnsjtBz,0.508,0.404,-11.092,0.0788,0.664,0.0,0.104,81.713,0.129,-0.7931,Sad
Selamat (Selamat Tinggal),Virgoun,1mruWrUwAVe2XkksUQiaHK,0.361,0.581,-8.502,0.0302,0.523,5.42e-06,0.118,79.59,0.372,0.6808,Sad
Cry,Cigarettes After Sex,3p4hRhMcb6ch8OLtATMaLw,0.406,0.399,-10.449,0.0278,0.756,0.678,0.112,142.83,0.163,-0.6327,Sad
rises the moon,Liana Flores,51Grh1RyUDcMBbpuyUIUHI,0.483,0.129,-20.149,0.0349,0.947,0.145,0.106,137.35,0.203,0.872,Sad
ceilings,Lizzy McAlpine,2L9N0zZnd37dwF0clgxMGI,0.516,0.322,-11.762,0.0292,0.473,0.00194,0.215,148.005,0.261,0.995,Sad
Dancing With Your Ghost,Sasha Alex Sloan,1TQXIltqoZ5XXyfCbAeSQQ,0.629,0.328,-8.284,0.029,0.768,2.5e-05,0.103,74.953,0.389,0.9932,Sad
Inside Out,Duster,6WlmEymaXKMRs3D2c4j6os,0.553,0.465,-9.664,0.0301,0.84,0.97,0.102,79.223,0.652,-0.8146,Sad
Heal,Tom Odell,4KlL5Bwlm4yHYxr0B2rHci,0.445,0.179,-12.938,0.0396,0.952,0.00056,0.107,72.246,0.119,-0.5719,Sad
Where's My Love - Acoustic,SYML,0ElpbbncWT9aS7mgoqEHbQ,0.554,0.225,-11.324,0.0281,0.892,0.0321,0.107,104.007,0.221,-0.8485,Sad
Matilda,Harry Styles,6uvh0In7u1Xn4HgxOfAn8O,0.507,0.294,-10.0,0.04,0.896,1.97e-05,0.0966,114.199,0.386,-0.885,Sad
Not About Angels,Birdy,5sF7hdYvhrcgNq8NZjfK8L,0.405,0.111,-11.879,0.0369,0.964,4.37e-05,0.0872,116.86,0.219,0.9087,Sad
Young And Beautiful,Lana Del Rey,2nMeu6UenVvwUktBCpLMK9,0.324,0.416,-8.92,0.0368,0.262,3.69e-05,0.11,113.986,0.151,0.9992,Sad
Saturno,Pablo Alborán,2f0Ft2XdvNSMSY5TUlZgEz,0.278,0.572,-8.295,0.0407,0.392,0.0,0.063,95.351,0.311,0.7096,Sad
Easy On Me,Adele,46IZ0fSY2mpAiktS3KOqds,0.604,0.366,-7.519,0.0282,0.578,0.0,0.133,141.981,0.13,0.9905,Sad
Stars Will Fall,Duster,0PgT8DiJmpqTnf9SnFnHM0,0.432,0.13,-13.076,0.0282,0.94,0.965,0.106,96.41,0.0741,0.3818,Sad
Fade Into You,Mazzy Star,1LzNfuep1bnAUR9skqdHCK,0.42,0.33,-13.925,0.0275,0.245,0.000679,0.0677,157.143,0.175,0.1531,Sad
